task_id,title,description,category,priority,assignee,created_date,deadline,estimated_hours
664,Add caching layer to admin API,Add caching layer to admin API,Backend,Low,rohan,2025-01-24,2025-02-12,1.0
665,Add caching layer to auth API,Add caching layer to auth API,Backend,High,rohan,2025-10-25,2025-10-30,12.5
666,Allow users to filter user profile by pe,Allow users to filter user profile by peak load,Feature Request,Medium,rohan,2025-05-14,2025-05-23,7.5
667,ASAP — data not saving correctly when mo,ASAP — data not saving correctly when monthly is submitted,Bug,Urgent,rohan,2025-05-15,2025-05-20,8.6
668,Refactor auth service to reduce latency ,Refactor auth service to reduce latency during multiple,Backend,Medium,priya,2025-08-14,2025-08-23,6.2
669,Implement export to CSV for admin report,Implement export to CSV for admin reports,Feature Request,Low,sneha,2025-09-11,2025-09-30,2.6
670,Docs missing for admin configuration und,Docs missing for admin configuration under peak load,Documentation,Urgent,arjun,2025-03-05,2025-03-08,4.0
671,Implement export to CSV for user profile,Implement export to CSV for user profile reports,Feature Request,High,vikram,2025-10-26,2025-10-30,2.1
672,Need to address the problem around user ,Need to address the problem around user profile test failures,Bug,Medium,vikram,2025-07-21,2025-08-01,1.8
673,Login fails with error 500 after submit ,Login fails with error 500 after submit button attempts,Bug,Urgent,neha,2025-05-18,2025-05-23,9.5
674,Application crashes when signup is click,Application crashes when signup is clicked on the reporting page,Bug,Medium,priya,2025-10-19,2025-10-29,1.1
675,Whenever convenient — increase test cove,Whenever convenient — increase test coverage for notifications edge cases,Testing,Low,priya,2025-07-24,2025-08-14,2.1
676,ASAP — add notification system for submi,ASAP — add notification system for submit button events,Feature Request,Urgent,rohan,2025-03-20,2025-03-21,4.2
677,Please prioritize — improve accessibilit,Please prioritize — improve accessibility of reporting form fields,UI/UX,High,sneha,2025-09-08,2025-09-15,5.4
678,Visual inconsistency on payment during p,Visual inconsistency on payment during peak load,UI/UX,Medium,arjun,2025-08-07,2025-08-16,1.4
679,"When possible, need to check the ticket ","When possible, need to check the ticket affecting user profile performance",Backend,Medium,sneha,2025-05-29,2025-06-10,6.9
680,Data not saving correctly when multiple ,Data not saving correctly when multiple is submitted,Bug,Urgent,rohan,2025-09-25,2025-09-29,5.9
681,Low priority — optimize database query f,Low priority — optimize database query for reporting table,Backend,Low,rohan,2025-10-19,2025-11-09,12.4
682,Docs missing for payment configuration u,Docs missing for payment configuration under submit button,Documentation,Medium,sneha,2025-01-24,2025-02-02,5.5
683,Deployment request affecting admin durin,Deployment request affecting admin during signup,DevOps,Medium,priya,2025-04-06,2025-04-16,7.4
684,High priority: need to update the ticket,High priority: need to update the ticket where notifications breaks under multiple,Bug,High,neha,2025-01-07,2025-01-12,2.7
685,"When possible, please address the item l","When possible, please address the item layout for auth",UI/UX,Medium,arjun,2025-07-22,2025-08-02,2.8
686,Implement export to CSV for notification,Implement export to CSV for notifications reports,Feature Request,Low,neha,2025-04-18,2025-05-10,1.6
687,Add notification system for monthly even,Add notification system for monthly events,Feature Request,Medium,arjun,2025-08-05,2025-08-14,2.8
688,Please prioritize — requesting new optio,Please prioritize — requesting new option for admin during signup,Feature Request,High,vikram,2025-04-14,2025-04-20,3.9
689,Write unit tests for payment module,Write unit tests for payment module,Testing,High,neha,2025-08-01,2025-08-08,11.6
690,Time-sensitive — server-side payment log,Time-sensitive — server-side payment logic fails under multiple,Backend,High,neha,2025-09-07,2025-09-12,2.4
691,Data not saving correctly when mobile is,Data not saving correctly when mobile is submitted,Bug,High,sneha,2025-08-31,2025-09-04,18.8
692,Critical — add caching layer to auth API,Critical — add caching layer to auth API,Backend,Urgent,vikram,2025-08-13,2025-08-15,7.9
693,Requesting new option for reporting duri,Requesting new option for reporting during multiple,Feature Request,Medium,neha,2025-07-19,2025-07-31,6.8
694,URGENT: please check the request related,URGENT: please check the request related to notifications infrastructure,DevOps,Urgent,priya,2025-03-08,2025-03-10,5.2
695,"When possible, add dark mode support to ","When possible, add dark mode support to the admin page",UI/UX,Medium,rohan,2025-07-03,2025-07-14,4.5
696,"When possible, deployment item affecting","When possible, deployment item affecting notifications during submit button",DevOps,Medium,sneha,2025-10-15,2025-10-25,3.1
697,Document deployment steps for monthly en,Document deployment steps for monthly environment,Documentation,Urgent,sneha,2025-02-23,2025-02-24,1.3
698,"When possible, write unit tests for noti","When possible, write unit tests for notifications module",Testing,Medium,rohan,2025-03-02,2025-03-12,2.5
699,Requesting new option for notifications ,Requesting new option for notifications during peak load,Feature Request,Medium,priya,2025-07-06,2025-07-17,14.4
700,Data not saving correctly when peak load,Data not saving correctly when peak load is submitted,Bug,Urgent,priya,2025-05-27,2025-06-01,7.5
701,Unexpected behavior in admin when using ,Unexpected behavior in admin when using monthly,Bug,Medium,priya,2025-09-29,2025-10-11,14.3
702,High priority: add notification system f,High priority: add notification system for peak load events,Feature Request,High,arjun,2025-09-22,2025-09-26,3.1
703,Whenever convenient — write onboarding g,Whenever convenient — write onboarding guide for payment module,Documentation,Low,neha,2025-10-22,2025-11-10,2.0
704,Deployment problem affecting admin durin,Deployment problem affecting admin during multiple,DevOps,Urgent,arjun,2025-06-10,2025-06-13,5.1
705,"When possible, qA found ticket in user p","When possible, qA found ticket in user profile during mobile",Testing,Medium,neha,2025-08-15,2025-08-26,2.6
706,Improve accessibility of payment form fi,Improve accessibility of payment form fields,UI/UX,High,vikram,2025-03-06,2025-03-14,6.0
707,Low priority — docs missing for search c,Low priority — docs missing for search configuration under mobile,Feature Request,Low,neha,2025-05-04,2025-05-25,1.1
708,Blocking release — redesign the payment ,Blocking release — redesign the payment dashboard for better readability,UI/UX,Urgent,rohan,2025-03-05,2025-03-09,0.6
709,Time-sensitive — need to review the item,Time-sensitive — need to review the item affecting user profile performance,Backend,High,neha,2025-10-21,2025-10-26,6.6
710,Fix alignment issue on search page for s,Fix alignment issue on search page for submit button screen size,UI/UX,Medium,sneha,2025-03-17,2025-03-29,14.7
711,Whenever convenient — data not saving co,Whenever convenient — data not saving correctly when checkout is submitted,Bug,Low,sneha,2025-10-14,2025-11-06,6.8
712,Need to address the problem around admin,Need to address the problem around admin test failures,Testing,Medium,priya,2025-08-02,2025-08-12,7.5
713,"No rush, but need to update the problem ","No rush, but need to update the problem affecting auth performance",DevOps,Low,arjun,2025-10-14,2025-11-04,5.3
714,URGENT: optimize database query for sear,URGENT: optimize database query for search table,Backend,Urgent,rohan,2025-07-11,2025-07-14,5.7
715,Fix alignment issue on notifications pag,Fix alignment issue on notifications page for checkout screen size,UI/UX,Low,priya,2025-05-26,2025-06-15,1.3
716,Write unit tests for reporting module,Write unit tests for reporting module,Testing,High,vikram,2025-10-21,2025-10-27,2.7
717,Time-sensitive — please check the case l,Time-sensitive — please check the case layout for notifications,UI/UX,High,priya,2025-08-19,2025-08-26,11.5
718,Please prioritize — write unit tests for,Please prioritize — write unit tests for reporting module,Testing,High,neha,2025-01-24,2025-01-31,3.9
719,"When possible, write onboarding guide fo","When possible, write onboarding guide for payment module",Documentation,Medium,vikram,2025-04-09,2025-04-22,11.3
720,Server-side user profile logic fails und,Server-side user profile logic fails under mobile,Backend,High,arjun,2025-09-30,2025-10-05,5.6
721,Write onboarding guide for auth module,Write onboarding guide for auth module,Documentation,Medium,arjun,2025-07-25,2025-08-07,5.8
722,Time-sensitive — redesign the admin dash,Time-sensitive — redesign the admin dashboard for better readability,UI/UX,High,arjun,2025-05-12,2025-05-16,3.9
723,Please prioritize — memory leak detected,Please prioritize — memory leak detected in user profile module during checkout,Bug,High,vikram,2025-03-28,2025-04-01,8.3
724,"No rush, but update API docs for the adm","No rush, but update API docs for the admin endpoint",Documentation,Low,priya,2025-03-03,2025-03-22,9.7
725,Please prioritize — please investigate t,Please prioritize — please investigate the issue to support admin customization,Feature Request,High,sneha,2025-07-28,2025-08-01,2.5
726,Login fails with error 500 after submit ,Login fails with error 500 after submit button attempts,Bug,High,vikram,2025-03-06,2025-03-12,1.4
727,Visual inconsistency on notifications du,Visual inconsistency on notifications during checkout,UI/UX,Medium,vikram,2025-10-03,2025-10-15,0.7
728,Please resolve the problem layout for re,Please resolve the problem layout for reporting,Feature Request,Low,rohan,2025-05-20,2025-06-12,7.2
729,Increase test coverage for auth edge cas,Increase test coverage for auth edge cases,Testing,High,vikram,2025-03-24,2025-04-01,6.7
730,Data not saving correctly when signup is,Data not saving correctly when signup is submitted,Bug,Medium,vikram,2025-04-18,2025-05-01,22.2
731,Increase test coverage for search edge c,Increase test coverage for search edge cases,Testing,Medium,rohan,2025-08-24,2025-09-06,5.3
732,Login fails with error 500 after signup ,Login fails with error 500 after signup attempts,Bug,Urgent,neha,2025-07-31,2025-08-05,4.6
733,Time-sensitive — please update the reque,Time-sensitive — please update the request related to payment infrastructure,DevOps,High,sneha,2025-03-05,2025-03-11,6.1
734,High priority: need to fix the issue aro,High priority: need to fix the issue around notifications test failures,Testing,High,rohan,2025-04-24,2025-04-28,6.4
735,Configure auto-scaling for payment durin,Configure auto-scaling for payment during peak checkout,DevOps,Urgent,arjun,2025-09-10,2025-09-13,4.4
736,Low priority — docs missing for payment ,Low priority — docs missing for payment configuration under checkout,Documentation,Low,sneha,2025-10-19,2025-11-11,2.6
737,"When possible, requesting new option for","When possible, requesting new option for reporting during signup",UI/UX,Medium,vikram,2025-10-19,2025-10-29,5.1
738,Blocking release — fix broken deployment,Blocking release — fix broken deployment on monthly server,DevOps,Urgent,sneha,2025-08-21,2025-08-22,5.0
739,Set up CI/CD pipeline for search service,Set up CI/CD pipeline for search service,DevOps,High,sneha,2025-09-23,2025-09-30,4.9
740,Update API docs for the user profile end,Update API docs for the user profile endpoint,Documentation,Medium,sneha,2025-06-11,2025-06-20,8.9
741,Please review the problem to support pay,Please review the problem to support payment customization,Feature Request,Medium,rohan,2025-04-11,2025-04-21,5.0
742,Whenever convenient — update API docs fo,Whenever convenient — update API docs for the admin endpoint,Documentation,Low,arjun,2025-05-09,2025-05-29,1.4
743,Improve accessibility of payment form fi,Improve accessibility of payment form fields,UI/UX,Low,neha,2025-08-13,2025-09-01,3.0
744,Redesign the payment dashboard for bette,Redesign the payment dashboard for better readability,UI/UX,Medium,sneha,2025-03-07,2025-03-16,4.3
745,Unexpected behavior in payment when usin,Unexpected behavior in payment when using peak load,Bug,Medium,arjun,2025-07-15,2025-07-27,5.2
746,Please prioritize — refactor reporting s,Please prioritize — refactor reporting service to reduce latency during monthly,Backend,High,neha,2025-02-21,2025-02-27,7.3
747,URGENT: please review the issue related ,URGENT: please review the issue related to search infrastructure,DevOps,Urgent,priya,2025-04-10,2025-04-15,5.3
748,High priority: configure auto-scaling fo,High priority: configure auto-scaling for admin during peak peak load,Testing,High,vikram,2025-10-27,2025-11-03,0.6
749,Blocking release — configure auto-scalin,Blocking release — configure auto-scaling for reporting during peak mobile,DevOps,Urgent,vikram,2025-01-05,2025-01-10,1.6
750,High priority: set up CI/CD pipeline for,High priority: set up CI/CD pipeline for reporting service,DevOps,High,rohan,2025-04-14,2025-04-18,7.7
751,Requesting new option for admin during s,Requesting new option for admin during signup,Feature Request,Medium,priya,2025-08-03,2025-08-14,4.2
752,Time-sensitive — users report admin stop,Time-sensitive — users report admin stops responding during submit button,Bug,High,sneha,2025-04-20,2025-04-25,5.6
753,URGENT: configure auto-scaling for auth ,URGENT: configure auto-scaling for auth during peak monthly,DevOps,Urgent,arjun,2025-02-07,2025-02-10,3.8
754,Add caching layer to user profile API,Add caching layer to user profile API,Backend,Low,priya,2025-05-26,2025-06-15,3.0
755,Document deployment steps for monthly en,Document deployment steps for monthly environment,Documentation,Medium,neha,2025-02-21,2025-03-02,3.9
756,Add dark mode support to the user profil,Add dark mode support to the user profile page,Feature Request,Medium,sneha,2025-09-27,2025-10-10,5.6
757,Whenever convenient — fix broken deploym,Whenever convenient — fix broken deployment on checkout server,DevOps,Low,arjun,2025-08-08,2025-08-28,5.0
758,High priority: fix flaky integration tes,High priority: fix flaky integration test in reporting during monthly,DevOps,High,vikram,2025-03-06,2025-03-14,9.7
759,Whenever convenient — redesign the admin,Whenever convenient — redesign the admin dashboard for better readability,UI/UX,Low,vikram,2025-07-11,2025-08-02,1.2
760,Improve accessibility of auth form field,Improve accessibility of auth form fields,UI/UX,Low,neha,2025-10-25,2025-11-16,1.4
761,Write unit tests for user profile module,Write unit tests for user profile module,Testing,Medium,sneha,2025-06-06,2025-06-18,4.2
762,Add caching layer to reporting API,Add caching layer to reporting API,Backend,Medium,priya,2025-09-23,2025-10-04,7.4
763,"No rush, but server-side search logic fa","No rush, but server-side search logic fails under mobile",Backend,Low,rohan,2025-09-12,2025-10-03,8.6
764,Please update the item layout for search,Please update the item layout for search,UI/UX,Low,vikram,2025-09-14,2025-10-07,3.1
765,Whenever convenient — configure auto-sca,Whenever convenient — configure auto-scaling for payment during peak checkout,DevOps,Low,rohan,2025-04-11,2025-05-02,0.2
766,Document deployment steps for checkout e,Document deployment steps for checkout environment,Documentation,Medium,rohan,2025-05-14,2025-05-23,3.2
767,Need to fix the ticket explaining notifi,Need to fix the ticket explaining notifications setup,Documentation,Medium,neha,2025-04-27,2025-05-07,6.7
768,Fix broken deployment on mobile server,Fix broken deployment on mobile server,DevOps,Medium,priya,2025-02-13,2025-02-24,4.9
769,Please prioritize — please address the c,Please prioritize — please address the case layout for admin,UI/UX,High,neha,2025-03-07,2025-03-13,7.6
770,Time-sensitive — unexpected behavior in ,Time-sensitive — unexpected behavior in search when using monthly,Bug,High,rohan,2025-10-03,2025-10-09,11.2
771,Whenever convenient — optimize database ,Whenever convenient — optimize database query for user profile table,Backend,Low,sneha,2025-10-21,2025-11-12,4.4
772,Time-sensitive — add dark mode support t,Time-sensitive — add dark mode support to the admin page,Feature Request,High,priya,2025-06-05,2025-06-09,3.5
773,High priority: login fails with error 50,High priority: login fails with error 500 after submit button attempts,Bug,High,priya,2025-07-17,2025-07-23,2.3
774,Low priority — please fix the item to su,Low priority — please fix the item to support admin customization,Feature Request,Low,priya,2025-07-30,2025-08-21,1.3
775,Data not saving correctly when peak load,Data not saving correctly when peak load is submitted,Bug,Medium,rohan,2025-03-08,2025-03-18,1.0
776,Time-sensitive — please resolve the requ,Time-sensitive — please resolve the request layout for reporting,UI/UX,High,arjun,2025-05-22,2025-05-27,2.8
777,"When possible, add notification system f","When possible, add notification system for mobile events",Feature Request,Medium,vikram,2025-08-24,2025-09-05,10.2
778,Memory leak detected in admin module dur,Memory leak detected in admin module during signup,Bug,High,priya,2025-07-20,2025-07-28,8.1
779,Visual inconsistency on admin during sig,Visual inconsistency on admin during signup,UI/UX,Low,sneha,2025-10-19,2025-11-07,3.3
780,URGENT: fix broken deployment on monthly,URGENT: fix broken deployment on monthly server,DevOps,Urgent,sneha,2025-04-22,2025-04-26,18.9
781,Increase test coverage for notifications,Increase test coverage for notifications edge cases,Testing,Medium,rohan,2025-08-19,2025-08-29,3.0
782,Add notification system for submit butto,Add notification system for submit button events,Feature Request,Medium,arjun,2025-07-23,2025-08-01,11.9
783,Low priority — write onboarding guide fo,Low priority — write onboarding guide for auth module,Documentation,Low,priya,2025-05-05,2025-05-27,13.8
784,Please prioritize — fix alignment issue ,Please prioritize — fix alignment issue on notifications page for checkout screen size,UI/UX,High,arjun,2025-07-20,2025-07-25,7.0
785,URGENT: configure auto-scaling for admin,URGENT: configure auto-scaling for admin during peak checkout,DevOps,Urgent,sneha,2025-09-30,2025-10-02,2.8
786,"No rush, but deployment ticket affecting","No rush, but deployment ticket affecting auth during signup",Backend,Low,priya,2025-01-25,2025-02-16,3.7
787,Implement export to CSV for payment repo,Implement export to CSV for payment reports,Feature Request,Medium,priya,2025-04-09,2025-04-18,5.7
788,URGENT: users report user profile stops ,URGENT: users report user profile stops responding during signup,Bug,Urgent,neha,2025-06-15,2025-06-20,1.4
789,Please update the task to support admin ,Please update the task to support admin customization,Feature Request,Medium,neha,2025-01-08,2025-01-20,2.1
790,Write onboarding guide for user profile ,Write onboarding guide for user profile module,Documentation,Low,arjun,2025-07-08,2025-07-27,1.9
791,Please check the item to support payment,Please check the item to support payment customization,Feature Request,Medium,rohan,2025-07-18,2025-07-28,7.4
792,"When possible, requesting new option for","When possible, requesting new option for notifications during multiple",Feature Request,Medium,vikram,2025-08-18,2025-08-30,11.1
793,URGENT: deployment task affecting auth d,URGENT: deployment task affecting auth during mobile,DevOps,Urgent,vikram,2025-08-08,2025-08-10,8.3
794,Whenever convenient — memory leak detect,Whenever convenient — memory leak detected in search module during peak load,Testing,Low,rohan,2025-06-18,2025-07-08,9.9
795,Update API docs for the notifications en,Update API docs for the notifications endpoint,Documentation,Medium,rohan,2025-04-28,2025-05-09,2.6
796,Add dark mode support to the user profil,Add dark mode support to the user profile page,Feature Request,Low,neha,2025-04-04,2025-04-26,3.9
797,Data not saving correctly when submit bu,Data not saving correctly when submit button is submitted,Bug,Low,priya,2025-03-06,2025-03-25,4.1
798,Refactor reporting service to reduce lat,Refactor reporting service to reduce latency during checkout,Backend,High,sneha,2025-04-12,2025-04-17,7.0
799,Allow users to filter reporting by multi,Allow users to filter reporting by multiple,Feature Request,Medium,sneha,2025-07-04,2025-07-16,2.9
800,Add notification system for mobile event,Add notification system for mobile events,UI/UX,Medium,rohan,2025-08-07,2025-08-16,9.5
